invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,ssn,is_restricted
I335908,GMV843974,Female,42,Shoes,1,600.17,Cash,8/11/2022,Forum Istanbul,000-18-3567,False
I115686,UHT449900,Female,63,Food & Beverage,5,26.15,Cash,19/01/2021,Kanyon,000-74-7870,True
I101181,JIY173233,Male,25,Food & Beverage,1,5.23,Cash,22/12/2022,Istinye Park,000-69-1252,True
I946843,XXQ026486,Female,24,Books,2,30.3,Credit Card,24/09/2022,Kanyon,000-26-3491,False
I187727,PDI075299,Female,19,Clothing,2,600.16,Cash,12/7/2021,Mall of Istanbul,000-87-8798,True
I374955,TMY683636,Female,54,Cosmetics,5,203.3,Debit Card,10/5/2021,Kanyon,000-20-8733,False
I365079,IUH269053,Female,51,Clothing,4,1200.32,Debit Card,30/06/2021,Metrocity,000-83-3657,False
I439527,GSZ853763,Female,29,Food & Beverage,1,5.23,Credit Card,7/1/2022,Mall of Istanbul,000-88-7478,False
I613844,OAZ383463,Male,26,Clothing,5,1500.4,Cash,2/5/2022,Mall of Istanbul,000-92-2633,False
I306702,QLH303298,Male,42,Cosmetics,3,121.98,Debit Card,15/03/2022,Zorlu Center,000-15-4550,False
I483538,PLE377943,Male,45,Food & Beverage,4,20.92,Debit Card,26/04/2021,Metrocity,000-74-7807,True
I191915,LQL195029,Male,52,Cosmetics,1,40.66,Debit Card,3/5/2022,Viaport Outlet,000-38-0636,False
I352583,OVK634080,Female,34,Clothing,2,600.16,Cash,21/02/2021,Metropol AVM,000-45-5918,False
I275944,LHW963760,Female,56,Food & Beverage,5,26.15,Debit Card,1/11/2021,Zorlu Center,000-24-9616,False
I163855,EQX537393,Female,46,Clothing,2,600.16,Cash,24/02/2022,Mall of Istanbul,000-42-5227,True
I225803,OYQ848913,Male,37,Cosmetics,5,203.3,Credit Card,8/9/2022,Metropol AVM,000-53-8213,False
I414034,CPD203836,Female,46,Toys,4,143.36,Cash,30/04/2022,Istinye Park,000-62-8352,True
I165059,TWX764892,Female,59,Books,2,30.3,Debit Card,28/11/2022,Metrocity,000-20-7475,False
I335745,NLE786208,Female,63,Clothing,5,1500.4,Cash,8/4/2021,Metrocity,000-38-4596,True
I225463,UDX328783,Female,39,Shoes,2,1200.34,Cash,8/2/2021,Metropol AVM,000-24-8823,True
I924402,RDE605347,Female,65,Cosmetics,3,121.98,Debit Card,22/01/2021,Istinye Park,000-81-0501,True
I728439,KAY887138,Female,26,Cosmetics,5,203.3,Credit Card,4/1/2021,Kanyon,000-73-9482,False
I232545,EQE717358,Male,42,Clothing,5,1500.4,Cash,1/5/2021,Metrocity,000-94-6598,False
I131770,STO023847,Male,21,Clothing,5,1500.4,Cash,26/08/2022,Metrocity,000-49-0656,False
I696814,FZQ342390,Female,19,Shoes,2,1200.34,Cash,12/5/2022,Kanyon,000-41-1752,True
I224429,YLW805547,Female,50,Food & Beverage,5,26.15,Cash,6/9/2022,Emaar Square Mall,000-54-7937,False
I263723,AYW992240,Female,28,Shoes,4,2400.68,Debit Card,22/10/2021,Istinye Park,000-50-8355,True
I102112,QSG151518,Male,26,Clothing,3,900.24,Credit Card,25/12/2021,Metrocity,000-52-3157,True
I136490,CEZ275205,Male,56,Clothing,2,600.16,Credit Card,8/10/2022,Istinye Park,000-82-1737,False
I737975,ARE510691,Male,37,Technology,2,2100.0,Debit Card,12/10/2022,Istinye Park,000-79-5329,True
I160790,ROT018287,Female,24,Food & Beverage,5,26.15,Cash,12/12/2022,Emaar Square Mall,000-40-6411,True
I794886,GKT541989,Female,23,Books,1,15.15,Debit Card,17/12/2022,Emaar Square Mall,000-27-0540,False
I895740,TTU607851,Male,44,Souvenir,1,11.73,Cash,26/02/2021,Kanyon,000-56-4569,False
I213035,TRA281024,Female,38,Food & Beverage,4,20.92,Credit Card,12/1/2022,Metropol AVM,000-49-9845,True
I188961,XCO766078,Female,64,Clothing,1,300.08,Cash,20/12/2022,Forum Istanbul,000-34-3859,False
I181880,LEA660075,Male,53,Shoes,4,2400.68,Debit Card,28/04/2021,Zorlu Center,000-84-2993,True
I205033,PRE468182,Male,68,Clothing,1,300.08,Cash,4/4/2021,Metropol AVM,000-67-1329,True
I202555,OVE695512,Female,56,Books,2,30.3,Credit Card,12/8/2022,Kanyon,000-96-9233,True
I208704,RPC118536,Female,27,Clothing,1,300.08,Debit Card,1/12/2022,Emaar Square Mall,000-50-4123,True
I335761,PQQ773453,Female,31,Clothing,3,900.24,Cash,21/05/2022,Metropol AVM,000-13-6726,False
I791491,KHX692429,Female,39,Clothing,5,1500.4,Cash,15/06/2021,Viaport Outlet,000-39-8463,True
I217409,NOT310029,Female,25,Toys,2,71.68,Cash,4/3/2022,Istinye Park,000-50-6889,True
I322367,LBU500677,Male,29,Food & Beverage,3,15.69,Credit Card,25/09/2022,Istinye Park,000-68-0138,True
I655086,XHK054598,Female,68,Clothing,4,1200.32,Credit Card,8/3/2023,Mall of Istanbul,000-27-0893,False
I210242,ZID612194,Female,20,Shoes,1,600.17,Credit Card,10/8/2021,Mall of Istanbul,000-69-1223,True
I170752,WCN473742,Female,58,Food & Beverage,5,26.15,Cash,21/01/2023,Metropol AVM,000-55-3231,False
I277918,DHQ989486,Female,19,Cosmetics,1,40.66,Cash,15/03/2021,Metrocity,000-68-9157,False
I461515,DQX756022,Male,53,Cosmetics,5,203.3,Cash,20/10/2022,Metrocity,000-94-4572,True
I951694,VXR037570,Male,57,Toys,3,107.52,Credit Card,10/2/2023,Mall of Istanbul,000-33-0903,False
I339899,GKZ209407,Male,62,Clothing,5,1500.4,Cash,13/07/2022,Metropol AVM,000-97-5674,False
I122000,WQS104775,Female,66,Clothing,1,300.08,Credit Card,13/07/2021,Metrocity,000-55-5705,False
I263072,JMM877450,Female,36,Food & Beverage,5,26.15,Cash,8/1/2023,Mall of Istanbul,000-53-3588,False
I277965,IWW642191,Male,39,Clothing,3,900.24,Credit Card,2/1/2022,Istinye Park,000-96-5236,True
I266756,ICG606708,Female,56,Books,5,75.75,Debit Card,19/12/2022,Metropol AVM,000-44-4627,True
I628081,FXK282141,Female,40,Food & Beverage,1,5.23,Credit Card,9/4/2021,Mall of Istanbul,000-14-7375,False
I261541,QEV549715,Male,32,Books,2,30.3,Cash,30/08/2021,Istinye Park,000-76-9723,False
I228337,YWC898138,Male,33,Clothing,2,600.16,Cash,7/2/2021,Forum Istanbul,000-96-6769,False
I170852,BUJ344435,Male,55,Food & Beverage,2,10.46,Debit Card,13/09/2022,Metropol AVM,000-68-7667,False
I178114,VHX040396,Female,34,Clothing,4,1200.32,Credit Card,11/7/2021,Metropol AVM,000-99-8246,True
I130872,EJH870669,Female,63,Clothing,4,1200.32,Debit Card,9/6/2021,Kanyon,000-77-8815,True
I261935,XKO338664,Female,49,Cosmetics,4,162.64,Credit Card,20/12/2022,Emaar Square Mall,000-85-2699,True
I131701,KIG694395,Male,64,Cosmetics,4,162.64,Cash,19/01/2022,Metrocity,000-92-2218,False
I118562,CHC451726,Male,52,Clothing,2,600.16,Debit Card,12/2/2021,Zorlu Center,000-23-0512,False
I542335,RNS574749,Female,32,Clothing,4,1200.32,Cash,30/10/2021,Metrocity,000-14-7463,False
I141635,JXP038252,Male,37,Clothing,4,1200.32,Cash,15/02/2023,Istinye Park,000-27-0149,False
I152998,ERA172340,Male,51,Clothing,2,600.16,Cash,22/01/2021,Istinye Park,000-45-0354,False
I727687,CVC201459,Female,29,Food & Beverage,1,5.23,Cash,8/2/2022,Metrocity,000-89-5084,False
I792777,ZDG813690,Female,49,Books,3,45.45,Credit Card,16/07/2021,Metrocity,000-73-1114,False
I255348,DFU000363,Female,36,Cosmetics,2,81.32,Credit Card,18/07/2021,Emaar Square Mall,000-25-2847,True
I134081,JGF392404,Female,43,Clothing,2,600.16,Cash,25/12/2021,Metrocity,000-47-6595,False
I314556,FUD399206,Female,53,Food & Beverage,4,20.92,Debit Card,16/02/2021,Mall of Istanbul,000-23-7267,False
I313316,CCR451703,Male,65,Clothing,2,600.16,Cash,24/07/2022,Kanyon,000-56-8057,False
I301224,LHD877466,Female,44,Toys,4,143.36,Cash,11/5/2022,Kanyon,000-78-0255,True
I173178,UMA898067,Female,57,Toys,4,143.36,Debit Card,22/03/2022,Metropol AVM,000-45-1552,True
I311315,LED996151,Female,52,Books,3,45.45,Credit Card,24/11/2021,Zorlu Center,000-12-5089,False
I150864,AJO293572,Female,33,Clothing,3,900.24,Debit Card,14/02/2023,Cevahir AVM,000-80-7004,False
I682882,EQB974595,Female,66,Clothing,4,1200.32,Credit Card,21/11/2022,Emaar Square Mall,000-62-7921,True
I321811,MTV789627,Female,18,Food & Beverage,1,5.23,Cash,13/02/2021,Mall of Istanbul,000-20-8549,True
I414526,MCC355779,Female,58,Cosmetics,3,121.98,Debit Card,10/8/2021,Istinye Park,000-63-4212,False
I313656,HXL997164,Female,24,Clothing,1,300.08,Credit Card,25/06/2022,Istinye Park,000-44-2440,False
I229527,HZI999282,Female,54,Clothing,1,300.08,Cash,28/05/2022,Viaport Outlet,000-65-2065,False
I266822,NAY205527,Female,33,Clothing,4,1200.32,Cash,17/02/2021,Metrocity,000-47-4925,True
I221879,UVF568822,Male,46,Technology,4,4200.0,Cash,22/01/2022,Cevahir AVM,000-73-0971,True
I663969,UYK410053,Female,43,Clothing,5,1500.4,Credit Card,8/8/2021,Kanyon,000-99-4239,True
I201946,VMQ115786,Male,25,Clothing,4,1200.32,Cash,17/12/2021,Zorlu Center,000-82-8988,True
I263775,RIJ900863,Female,25,Cosmetics,5,203.3,Credit Card,14/02/2023,Cevahir AVM,000-63-7700,True
I168140,SOO855937,Male,46,Technology,2,2100.0,Cash,29/09/2022,Kanyon,000-20-1883,False
I815438,QFO625820,Female,29,Shoes,2,1200.34,Cash,20/03/2022,Zorlu Center,000-12-1924,True
I162424,BDM575236,Female,25,Clothing,3,900.24,Cash,20/05/2021,Mall of Istanbul,000-74-7588,True
I192556,BLE666967,Female,19,Clothing,1,300.08,Debit Card,10/1/2022,Viaport Outlet,000-69-0225,False
I310465,MCK930860,Female,53,Clothing,2,600.16,Cash,6/9/2021,Metrocity,000-39-3968,False
I121070,BKD902422,Female,23,Toys,4,143.36,Cash,20/02/2023,Kanyon,000-30-5346,False
I255993,MQZ050437,Female,46,Souvenir,2,23.46,Cash,24/01/2021,Forum Istanbul,000-69-0770,True
I324867,MBU586826,Male,41,Cosmetics,1,40.66,Debit Card,8/10/2021,Metropol AVM,000-98-4673,True
I156071,LHE913822,Female,44,Clothing,3,900.24,Credit Card,8/3/2022,Kanyon,000-94-4812,True
I225781,ADJ391741,Female,57,Food & Beverage,1,5.23,Debit Card,19/06/2022,Metropol AVM,000-38-0477,False
I285326,XII234068,Female,23,Souvenir,3,35.19,Cash,27/02/2022,Emaar Square Mall,000-69-4002,False
I855340,JGS798419,Male,43,Clothing,2,600.16,Cash,26/10/2022,Metrocity,000-27-5045,True
I232180,TUP687916,Male,47,Shoes,4,2400.68,Credit Card,7/10/2021,Mall of Istanbul,000-58-6932,False
I219010,IZY057613,Female,57,Clothing,1,300.08,Cash,21/11/2022,Mall of Istanbul,000-77-9278,False
I328998,JSH512828,Female,33,Food & Beverage,3,15.69,Debit Card,3/6/2021,Metropol AVM,000-88-7911,False
I170151,VXY649411,Female,47,Clothing,2,600.16,Cash,19/07/2022,Mall of Istanbul,000-94-4200,True
I230911,YQN200383,Female,54,Clothing,3,900.24,Credit Card,10/6/2021,Mall of Istanbul,000-86-0980,False
I541572,WGE764435,Female,47,Souvenir,2,23.46,Cash,29/03/2022,Cevahir AVM,000-37-0934,True
I337801,XZT960100,Male,33,Clothing,5,1500.4,Debit Card,17/03/2022,Kanyon,000-43-3728,False
I304225,KCG159639,Female,30,Clothing,4,1200.32,Credit Card,2/10/2021,Metrocity,000-75-1656,True
I101691,TLL921527,Male,67,Souvenir,4,46.92,Cash,5/3/2021,Mall of Istanbul,000-69-7246,False
I116959,ZDW638690,Female,25,Cosmetics,4,162.64,Cash,11/5/2022,Metropol AVM,000-89-9745,False
I133542,UYI807237,Male,38,Clothing,3,900.24,Cash,4/9/2021,Mall of Istanbul,000-74-9664,False
I112482,SRT768287,Female,69,Books,1,15.15,Cash,31/03/2021,Forum Istanbul,000-83-2338,False
I100174,KYC186824,Female,36,Clothing,1,300.08,Cash,7/12/2021,Mall of Istanbul,000-43-6618,False
I156621,TLH509786,Male,31,Food & Beverage,4,20.92,Cash,16/01/2021,Mall of Istanbul,000-83-2635,False
I264936,DAB892730,Female,33,Food & Beverage,3,15.69,Credit Card,23/03/2022,Viaport Outlet,000-46-7653,True
I331778,IXN304241,Male,29,Clothing,2,600.16,Debit Card,30/06/2022,Istinye Park,000-12-4628,False
I852656,ACO615749,Female,19,Clothing,3,900.24,Credit Card,5/3/2021,Metropol AVM,000-77-1985,False
I149777,XFP085324,Female,69,Toys,4,143.36,Cash,2/1/2023,Emaar Square Mall,000-23-3139,True
I208761,NEG415688,Male,34,Cosmetics,5,203.3,Debit Card,6/10/2022,Mall of Istanbul,000-17-1527,False
I281581,LDP400685,Female,30,Technology,2,2100.0,Debit Card,8/9/2021,Metrocity,000-75-6979,True
I251570,WPW017259,Female,61,Clothing,4,1200.32,Cash,7/11/2022,Mall of Istanbul,000-46-4015,False
I280170,LVE221467,Male,40,Clothing,1,300.08,Credit Card,29/03/2022,Metrocity,000-27-4054,True
I513866,SAY942180,Female,60,Clothing,2,600.16,Cash,4/2/2021,Mall of Istanbul,000-20-4330,False
I228686,YUZ974139,Male,69,Clothing,1,300.08,Cash,4/8/2021,Mall of Istanbul,000-55-6208,False
I265317,GEV454957,Female,52,Toys,2,71.68,Cash,15/11/2021,Emaar Square Mall,000-57-1587,False
I326018,BLA577525,Male,64,Clothing,4,1200.32,Debit Card,12/9/2022,Cevahir AVM,000-75-2043,False
I246015,RBD904923,Male,18,Clothing,1,300.08,Cash,12/7/2022,Kanyon,000-31-7597,False
I238057,KBA399382,Female,26,Toys,3,107.52,Credit Card,12/7/2021,Kanyon,000-57-9743,True
I610343,CDF702066,Male,65,Toys,3,107.52,Debit Card,15/06/2021,Forum Istanbul,000-20-7776,False
I900162,OUI079165,Female,54,Food & Beverage,4,20.92,Credit Card,5/11/2021,Metrocity,000-17-0353,True
I714613,OZQ244234,Male,40,Technology,5,5250.0,Cash,22/03/2021,Emaar Square Mall,000-41-4443,True
I480431,ACW291341,Female,28,Clothing,4,1200.32,Cash,8/11/2021,Istinye Park,000-40-7541,False
I238321,BIW422974,Male,51,Food & Beverage,3,15.69,Cash,5/5/2021,Metropol AVM,000-44-3240,False
I222764,ZNX201423,Male,56,Clothing,2,600.16,Credit Card,13/01/2022,Metrocity,000-29-5801,False
I169729,OMU134944,Female,31,Food & Beverage,4,20.92,Credit Card,23/10/2022,Mall of Istanbul,000-58-7684,True
I308020,EFY896785,Male,66,Food & Beverage,1,5.23,Cash,21/12/2022,Metrocity,000-47-0464,False
I290521,AKO891874,Female,26,Toys,2,71.68,Debit Card,22/03/2022,Istinye Park,000-98-5416,False
I132142,LUU512005,Male,52,Technology,2,2100.0,Cash,27/08/2022,Forum Istanbul,000-36-6224,False
I249063,TBI853409,Female,59,Shoes,3,1800.51,Cash,10/11/2021,Cevahir AVM,000-27-5164,True
I465629,ENU515937,Female,62,Technology,2,2100.0,Credit Card,28/11/2021,Mall of Istanbul,000-21-2536,False
I880854,ZWC529374,Male,47,Clothing,5,1500.4,Credit Card,24/12/2022,Metrocity,000-36-2022,True
I646591,TTN401554,Female,44,Clothing,2,600.16,Cash,21/10/2022,Metropol AVM,000-19-5514,False
I263457,IJA859287,Female,50,Shoes,1,600.17,Debit Card,20/01/2023,Mall of Istanbul,000-43-1789,False
I221860,SHD523759,Female,45,Clothing,1,300.08,Debit Card,10/2/2022,Kanyon,000-91-1088,False
I256520,WZG438315,Female,27,Food & Beverage,3,15.69,Cash,14/10/2021,Kanyon,000-24-9697,False
I142499,PPH815953,Female,44,Cosmetics,2,81.32,Cash,25/02/2022,Metrocity,000-13-2252,False
I957188,SVD675437,Female,57,Toys,5,179.2,Cash,25/10/2021,Emaar Square Mall,000-13-6212,True
I328517,ITN518637,Female,30,Toys,2,71.68,Cash,25/01/2023,Metropol AVM,000-11-8008,False
I243667,PFP881064,Female,19,Shoes,3,1800.51,Credit Card,19/12/2021,Kanyon,000-23-4060,False
I457764,CEA482633,Female,39,Food & Beverage,3,15.69,Credit Card,23/05/2021,Zorlu Center,000-61-9552,True
I203841,GPA107201,Male,60,Toys,5,179.2,Credit Card,10/12/2022,Forum Istanbul,000-36-0864,False
I215492,FRB526038,Male,58,Food & Beverage,3,15.69,Credit Card,12/1/2022,Metropol AVM,000-14-5906,False
I289249,NIC713068,Male,33,Food & Beverage,4,20.92,Cash,15/07/2021,Mall of Istanbul,000-26-2892,True
I137492,KPU012566,Female,60,Souvenir,2,23.46,Credit Card,19/07/2021,Mall of Istanbul,000-19-5067,True
I196262,UCO090283,Male,43,Cosmetics,4,162.64,Cash,20/05/2021,Viaport Outlet,000-43-2686,False
I866532,AKN310693,Female,68,Clothing,2,600.16,Debit Card,16/06/2021,Kanyon,000-92-6944,False
I239339,GEO400072,Female,35,Clothing,3,900.24,Cash,20/01/2021,Mall of Istanbul,000-66-4003,True
I246891,XLP957246,Female,35,Clothing,1,300.08,Cash,21/09/2022,Kanyon,000-56-3279,True
I265187,YMF395385,Male,62,Clothing,3,900.24,Cash,23/12/2022,Emaar Square Mall,000-81-4350,True
I189279,GMD402754,Female,61,Clothing,4,1200.32,Credit Card,27/03/2021,Mall of Istanbul,000-95-2229,False
I290877,CZA888820,Female,69,Food & Beverage,5,26.15,Credit Card,2/7/2022,Metropol AVM,000-50-6953,False
I188523,YYL773192,Female,64,Clothing,3,900.24,Credit Card,9/2/2023,Istinye Park,000-25-2026,True
I296731,YVW489792,Male,46,Cosmetics,4,162.64,Cash,19/01/2021,Kanyon,000-62-1780,False
I266150,TFX474451,Female,57,Souvenir,1,11.73,Credit Card,15/07/2022,Metropol AVM,000-97-5122,False
I294794,GHW191705,Male,39,Clothing,4,1200.32,Credit Card,25/01/2021,Metrocity,000-95-9353,True
I104371,RHP536292,Female,49,Clothing,3,900.24,Credit Card,25/12/2022,Kanyon,000-88-5096,True
I237943,QFX885184,Female,69,Food & Beverage,2,10.46,Debit Card,9/2/2022,Cevahir AVM,000-44-2321,False
I542740,YME554493,Female,29,Clothing,4,1200.32,Cash,10/8/2022,Kanyon,000-62-1397,False
I149410,CSH197948,Female,31,Toys,1,35.84,Cash,17/08/2021,Kanyon,000-78-4509,True
I879389,VRC873155,Female,39,Books,5,75.75,Cash,26/03/2021,Viaport Outlet,000-52-5154,True
I261973,RHK457892,Female,55,Cosmetics,2,81.32,Cash,8/11/2022,Kanyon,000-36-7185,True
I377990,XOV031801,Female,52,Clothing,1,300.08,Debit Card,28/10/2021,Mall of Istanbul,000-50-8770,True
I292314,NCJ550578,Male,40,Cosmetics,5,203.3,Cash,19/08/2022,Kanyon,000-29-6577,True
I191998,VHG851323,Female,59,Clothing,4,1200.32,Debit Card,28/04/2021,Kanyon,000-77-2084,True
I118712,OSY047094,Female,21,Toys,3,107.52,Credit Card,26/06/2021,Mall of Istanbul,000-92-6041,False
I161373,PBY440470,Female,61,Shoes,2,1200.34,Credit Card,26/07/2022,Kanyon,000-17-8746,True
I109520,LEQ542514,Male,64,Cosmetics,2,81.32,Credit Card,29/08/2022,Kanyon,000-23-4418,True
I227896,YAT956528,Female,66,Food & Beverage,5,26.15,Cash,4/4/2022,Cevahir AVM,000-88-9511,True
I130285,XQV041739,Female,42,Cosmetics,3,121.98,Debit Card,14/11/2022,Emaar Square Mall,000-94-5094,False
I694576,CSG709513,Female,34,Shoes,3,1800.51,Credit Card,14/03/2021,Metrocity,000-14-2997,False
I108396,TRX216864,Female,44,Toys,1,35.84,Cash,2/3/2021,Kanyon,000-34-2188,False
I218731,UUI202605,Female,30,Food & Beverage,4,20.92,Credit Card,9/6/2021,Kanyon,000-34-5690,False
I333127,QXR118280,Female,25,Toys,1,35.84,Cash,29/04/2021,Kanyon,000-81-6069,True
I480484,LKP584749,Female,46,Clothing,1,300.08,Credit Card,7/8/2021,Zorlu Center,000-85-3768,True
I138147,ZVO141963,Male,36,Clothing,5,1500.4,Credit Card,28/12/2021,Metropol AVM,000-54-8375,True
I209796,FEN153675,Female,57,Shoes,2,1200.34,Cash,14/03/2022,Kanyon,000-17-3379,False
I124107,EDR281826,Female,49,Food & Beverage,5,26.15,Credit Card,29/03/2021,Metropol AVM,000-95-5460,True
I261600,XMR528342,Male,56,Shoes,5,3000.85,Debit Card,29/06/2022,Kanyon,000-92-2808,False
I128242,WDS578317,Female,41,Toys,4,143.36,Debit Card,27/01/2022,Kanyon,000-75-8484,False
I158801,LSN626690,Male,38,Cosmetics,4,162.64,Debit Card,23/08/2021,Forum Istanbul,000-13-5506,False
I315976,NDK970503,Female,31,Books,2,30.3,Debit Card,13/01/2021,Viaport Outlet,000-13-8123,False
I287482,CFS149722,Female,26,Food & Beverage,4,20.92,Credit Card,27/08/2021,Cevahir AVM,000-50-0746,True
I290696,BTF220468,Male,66,Clothing,3,900.24,Credit Card,31/05/2021,Cevahir AVM,000-73-8330,False
I289278,LVZ262218,Male,26,Clothing,1,300.08,Credit Card,25/05/2022,Kanyon,000-21-9599,True
I255727,HNU068355,Male,28,Cosmetics,4,162.64,Cash,4/2/2021,Cevahir AVM,000-97-7390,False
I141044,KCF627670,Male,21,Technology,5,5250.0,Cash,24/10/2021,Kanyon,000-37-5909,False
I179934,AWC822831,Male,60,Clothing,3,900.24,Credit Card,24/06/2021,Mall of Istanbul,000-43-4828,False
I298858,KOK368273,Female,39,Cosmetics,5,203.3,Credit Card,2/7/2021,Cevahir AVM,000-26-5867,False
I316519,QIB011176,Female,48,Clothing,5,1500.4,Cash,6/11/2021,Kanyon,000-33-4595,False
I619968,HFA099772,Female,35,Clothing,5,1500.4,Credit Card,28/10/2022,Kanyon,000-99-7755,True
I257801,WMK917795,Male,32,Clothing,4,1200.32,Cash,28/08/2021,Metrocity,000-73-8006,True
I101252,PDS709710,Female,23,Toys,2,71.68,Credit Card,21/01/2021,Forum Istanbul,000-71-4146,True
I301528,GRD990660,Male,68,Food & Beverage,3,15.69,Cash,12/12/2021,Metropol AVM,000-46-4480,True
I463682,PHX506440,Male,48,Souvenir,3,35.19,Cash,16/02/2021,Mall of Istanbul,000-82-6398,True
I711312,XCI430627,Male,37,Books,1,15.15,Cash,28/02/2023,Kanyon,000-43-9622,False
I852502,GNJ884284,Female,31,Clothing,2,600.16,Credit Card,5/1/2023,Kanyon,000-41-0555,True
I225557,GEZ713366,Male,38,Clothing,2,600.16,Credit Card,6/9/2022,Mall of Istanbul,000-49-6998,False
I217098,AWE683612,Female,33,Clothing,1,300.08,Cash,1/5/2022,Metrocity,000-46-0866,False
I193928,AGW025907,Male,56,Clothing,2,600.16,Credit Card,14/06/2022,Forum Istanbul,000-16-7123,False
I165523,MKF118528,Female,58,Shoes,2,1200.34,Cash,21/02/2022,Cevahir AVM,000-11-6332,True
I172579,KJC714403,Male,45,Souvenir,1,11.73,Debit Card,12/1/2023,Istinye Park,000-82-8717,False
I500784,CJY371488,Female,20,Toys,4,143.36,Credit Card,26/05/2022,Metrocity,000-75-2223,False
I313886,SMQ782287,Female,43,Food & Beverage,5,26.15,Cash,19/12/2021,Kanyon,000-59-4876,False
I134486,MRM313395,Female,54,Food & Beverage,1,5.23,Cash,16/05/2022,Forum Istanbul,000-79-7117,False
I328160,UKB270545,Female,60,Cosmetics,1,40.66,Debit Card,4/11/2021,Cevahir AVM,000-26-7495,False
I109580,RRO447987,Male,23,Toys,3,107.52,Cash,7/5/2021,Cevahir AVM,000-56-5980,False
I115509,HBF995046,Male,38,Shoes,4,2400.68,Debit Card,6/3/2021,Kanyon,000-36-8140,False
I941393,WCY773923,Male,32,Shoes,2,1200.34,Debit Card,30/04/2021,Mall of Istanbul,000-69-9727,False
I273457,CKE718232,Female,34,Technology,4,4200.0,Cash,23/02/2022,Kanyon,000-39-9215,False
I239506,RFU291894,Female,30,Technology,5,5250.0,Debit Card,9/8/2022,Kanyon,000-55-4755,False
I265189,MCY185986,Male,39,Shoes,3,1800.51,Credit Card,17/12/2021,Kanyon,000-93-6223,True
I223872,WVD111946,Female,27,Food & Beverage,2,10.46,Debit Card,12/3/2021,Zorlu Center,000-12-9548,False
I155903,DVC610944,Female,29,Cosmetics,1,40.66,Debit Card,7/10/2021,Mall of Istanbul,000-22-2289,True
I545959,WHO080052,Female,64,Clothing,1,300.08,Cash,9/5/2021,Kanyon,000-25-0362,False
I227638,YPS250854,Male,26,Clothing,4,1200.32,Debit Card,11/8/2021,Mall of Istanbul,000-42-0399,False
I267540,TQD569915,Female,24,Food & Beverage,1,5.23,Credit Card,8/3/2022,Istinye Park,000-69-2574,False
I263481,CRY860894,Male,39,Food & Beverage,2,10.46,Cash,16/04/2022,Kanyon,000-56-4149,True
I210784,MXZ455700,Female,23,Clothing,2,600.16,Cash,31/03/2021,Metrocity,000-55-3245,False
I146490,IEQ383156,Male,45,Clothing,3,900.24,Credit Card,11/6/2021,Istinye Park,000-87-7128,True
I336277,OYB292816,Female,49,Clothing,5,1500.4,Debit Card,24/04/2022,Mall of Istanbul,000-15-1516,False
I709049,NSY871615,Female,69,Clothing,2,600.16,Credit Card,9/5/2022,Mall of Istanbul,000-65-0990,False
I227596,LOM104846,Male,56,Souvenir,2,23.46,Credit Card,13/01/2021,Metropol AVM,000-83-3646,False
I291901,SVU360249,Female,53,Technology,5,5250.0,Cash,9/1/2023,Zorlu Center,000-28-4143,True
I256525,VFL250375,Male,33,Souvenir,1,11.73,Credit Card,27/02/2022,Istinye Park,000-69-0509,False
I322091,LYM755114,Female,22,Clothing,4,1200.32,Credit Card,20/04/2022,Kanyon,000-66-9235,True
I992581,ZDY113729,Female,26,Toys,1,35.84,Credit Card,11/8/2021,Metrocity,000-28-6506,True
I178737,QLH638871,Male,46,Food & Beverage,1,5.23,Credit Card,12/11/2021,Metrocity,000-27-5907,False
I700916,XBE508013,Female,60,Cosmetics,1,40.66,Credit Card,29/11/2022,Mall of Istanbul,000-95-1706,False
I318796,CIK432246,Female,34,Clothing,5,1500.4,Cash,15/01/2022,Viaport Outlet,000-71-4860,False
I103232,RMB646202,Female,30,Clothing,1,300.08,Cash,6/2/2021,Kanyon,000-35-2037,False
I135862,IAU428270,Female,54,Cosmetics,5,203.3,Credit Card,8/6/2021,Istinye Park,000-97-6459,True
I400380,RRC831942,Female,57,Food & Beverage,1,5.23,Cash,28/03/2022,Mall of Istanbul,000-17-3565,False
I102427,FTS122676,Male,41,Souvenir,5,58.65,Debit Card,12/12/2022,Mall of Istanbul,000-26-6090,True
I108703,DWA218356,Female,62,Clothing,2,600.16,Cash,18/02/2023,Kanyon,000-17-3786,True
I907378,ZCP367133,Male,29,Shoes,4,2400.68,Credit Card,23/01/2023,Emaar Square Mall,000-97-9576,False
I280261,LDP333852,Female,43,Technology,3,3150.0,Cash,12/5/2022,Metrocity,000-48-4039,False
I275508,RUM019927,Female,58,Clothing,5,1500.4,Cash,5/11/2021,Emaar Square Mall,000-96-9789,True
I202886,RMS789101,Female,56,Books,2,30.3,Credit Card,18/10/2022,Forum Istanbul,000-75-8702,True
I224974,ECL902127,Male,55,Toys,2,71.68,Credit Card,22/12/2022,Metropol AVM,000-43-4381,False
I165806,HLU808404,Male,40,Clothing,5,1500.4,Cash,19/02/2021,Kanyon,000-29-7535,False
I311613,UYV158610,Female,21,Clothing,5,1500.4,Cash,16/03/2022,Mall of Istanbul,000-81-9391,False
